D:\Êý¾Ý\20211118\ZS1E-Z-000020.D Fri Nov 19 01:43:17 2021,
21.40017,84947
21.4095,83693
21.41883,88439
21.42818,89165
21.43752,85799
21.44685,81593
21.4562,82622
21.46553,74464
21.47487,73436
21.48422,78116
21.49355,85777
21.50288,86349
21.51223,84935
21.52157,80848
21.53092,79472
21.54025,75018
21.54958,78600
21.55893,86765
21.56827,112576
21.5776,156373
21.58695,185743
21.59628,170054
21.60562,123314
21.61497,93365
21.6243,83877
21.63363,85434
21.64298,91501
21.65232,90005
21.66165,85887
21.671,82609
21.68033,96148
21.68968,113399
21.69902,124436
21.70835,121692
21.7177,114371
21.72703,114298
21.73637,102416
21.74572,97915
21.75505,86579
21.76438,77892
21.77373,72663
21.78307,75671
21.7924,77743
21.80175,84013
21.81108,92732
21.82042,104886
21.82977,111610
21.8391,108849
21.84843,98970
21.85778,89361
21.86712,82196
21.87647,82156
21.8858,86299
21.89513,96389
21.90448,102936
21.91382,99138
21.92315,90130
21.9325,77964
21.94183,77964
21.95117,75398
21.96052,81213
21.96985,91604
21.97918,102668
21.98853,120213
21.99787,128344
22.0072,143845
22.01655,130293
22.02588,106964
22.03522,88573
22.04457,97720
22.0539,114669
22.06325,122352
22.07258,117334
22.08192,106661
22.09127,100815
22.1006,95888
22.10993,87351
22.11928,83847
22.12862,83071
22.13795,80693
22.1473,80795
22.15663,92464
22.16597,118716
22.17532,161160
22.18465,174224
22.19398,152423
22.20333,120913
22.21267,100590
22.222,102693
22.23135,110164
22.24068,116806
22.25003,115679
22.25937,107347
22.2687,104828
22.27805,128827
22.28738,166447
22.29672,206531
22.30607,199726
22.3154,173837
22.32473,132854
22.33408,107979
22.34342,98609
22.35275,106105
22.3621,134087
22.37143,158022
22.38077,161249
22.39012,166702
22.39945,161430
22.40878,137318
22.41813,114892
22.42747,110811
22.43682,125393
22.44615,142407
22.45548,141812
22.46483,128357
22.47417,111781
22.4835,106163
22.49285,97611
22.50218,95944
22.51152,92264
22.52087,96484
22.5302,94873
22.53953,89641
22.54888,90895
22.55822,95428
22.56755,101818
22.5769,126163
22.58623,138301
22.59558,145980
22.60492,141596
22.61425,139046
22.6236,134848
22.63293,133230
22.64227,123710
22.65162,116672
22.66095,106485
22.67028,98521
22.67963,97721
22.68897,116322
22.6983,137538
22.70765,151864
22.71698,134140
22.72632,120214
22.73567,129288
22.745,146416
22.75433,146801
22.76368,139428
22.77302,130473
22.78237,118248
22.7917,116545
22.80103,130555
22.81038,159241
22.81972,178989
22.82905,160559
22.8384,139085
22.84773,129721
22.85707,118396
22.86642,113079
22.87575,112975
22.88508,115308
22.89443,122614
22.90377,120839
22.9131,119379
22.92245,125391
22.93178,138170
22.94112,146063
22.95047,136400
22.9598,122629
22.96915,109021
22.97848,105213
22.98782,99657
22.99717,95196
23.0065,97291
23.01583,97821
23.02518,92101
23.03452,89327
23.04385,95656
23.0532,101310
23.06253,102430
23.07187,101839
23.08122,95367
23.09055,90114
23.09988,88951
23.10923,86173
23.11857,82027
23.1279,84932
23.13725,81877
23.14658,87649
23.15593,88677
23.16527,90185
23.1746,92402
23.18395,89950
23.19328,91828
23.20262,88426
23.21197,85620
23.2213,85988
23.23063,87421
23.23998,88489
23.24932,94634
23.25865,102500
23.268,103979
23.27733,107886
23.28667,100360
23.29602,94405
23.30535,88045
23.3147,84666
23.32403,89218
23.33337,104622
23.34272,131552
23.35205,141561
23.36138,128254
23.37073,105087
23.38007,96243
23.3894,93697
23.39875,96584
23.40808,95288
23.41742,95867
23.42677,93433
23.4361,88982
23.44543,92607
23.45478,93746
23.46412,95247
23.47345,92091
23.4828,92264
23.49213,88723
23.50148,85728
23.51082,86207
23.52015,84376
23.5295,90455
23.53883,94177
23.54817,93831
23.55752,91913
23.56685,89416
23.57618,88213
23.58553,98867
23.59487,98682
23.6042,98618
23.61355,94966
23.62288,87738
23.63222,88307
23.64157,88374
23.6509,85385
23.66023,80139
23.66958,84047
23.67892,83845
23.68827,90210
23.6976,94028
23.70693,100897
23.71628,100907
23.72562,103731
23.73495,120876
23.7443,124431
23.75363,119413
23.76297,103374
23.77232,96205
23.78165,93071
23.79098,92286
23.80033,87414
23.80967,88116
23.819,85101
23.82835,88574
23.83768,84011
23.84702,87204
23.85637,86826
23.8657,89246
23.87505,88764
23.88438,91232
23.89372,90624
23.90307,91847
23.9124,93552
23.92173,90452
23.93108,90441
23.94042,86542
23.94975,85391
23.9591,84340
23.96843,83321
23.97777,83581
23.98712,83018
23.99645,84142
24.00578,82323
24.01513,92345
24.02447,89479
24.0338,94366
24.04315,92688
24.05248,88187
24.06183,84764
24.07117,85030
24.0805,86141
24.08985,88349
24.09918,92082
24.10852,93530
24.11787,89892
24.1272,88819
24.13653,85673
24.14588,86189
24.15522,87010
24.16455,90329
24.1739,89675
24.18323,87601
24.19257,88073
24.20192,87317
24.21125,87179
24.22058,84681
24.22993,87194
24.23927,85951
24.24862,91043
24.25795,90272
24.26728,90631
24.27663,91393
24.28597,89333
24.2953,91702
24.30465,94417
24.31398,95419
24.32332,100047
24.33267,107031
24.342,105593
24.35133,99083
24.36068,94814
24.37002,89599
24.37935,88935
24.3887,93278
24.39803,98286
24.40738,100702
24.41672,99506
24.42605,94617
24.4354,96016
24.44473,93406
24.45407,95685
24.46342,95253
24.47275,91807
24.48208,95177
24.49143,95327
24.50077,97231
24.5101,98845
24.51945,104623
24.52878,103620
24.53812,102748
24.54747,99276
24.5568,98361
24.56613,99737
24.57548,95878
24.58482,94186
24.59417,95630
24.6035,96818
24.61283,97678
24.62218,107233
24.63152,112193
24.64085,106869
24.6502,99078
24.65953,95841
24.66887,100525
24.67822,105630
24.68755,112555
24.69688,108582
24.70623,105166
24.71557,104689
24.7249,104282
24.73425,104184
24.74358,101816
24.75292,98495
24.76227,96543
24.7716,98535
24.78095,99392
24.79028,96245
24.79962,95225
24.80897,93391
24.8183,95624
24.82763,98347
24.83698,101933
24.84632,97669
24.85565,95376
24.865,93868
24.87433,95684
24.88367,98199
24.89302,97820
24.90235,100236
24.91168,99576
24.92103,99382
24.93037,101137
24.9397,99934
24.94905,101246
24.95838,105367
24.96773,103022
24.97707,106460
24.9864,109031
24.99575,102148
25.00508,101181
25.01442,103587
25.02377,101565
25.0331,99830
25.04243,97029
25.05178,98806
25.06112,97872
25.07045,96421
25.0798,101335
25.08913,104674
25.09847,101190
25.10782,105084
25.11715,103944
25.1265,102427
25.13583,105686
25.14517,107281
25.15452,112992
25.16385,116912
25.17318,113519
25.18253,105781
25.19187,105417
25.2012,107710
25.21055,109520
25.21988,108701
25.22922,106793
25.23857,104997
25.2479,104014
25.25723,104324
25.26658,108631
25.27592,103181
25.28525,103910
25.2946,103643
25.30393,105062
25.31328,102869
25.32262,106929
25.33195,117989
25.3413,140122
25.35063,143310
25.35997,133575
25.36932,127176
25.37865,122801
25.38798,120146
25.39733,115848
25.40667,116240
25.416,114946
25.42535,115360
25.43468,118674
25.44402,114609
25.45337,115453
25.4627,116651
25.47203,122540
25.48138,125256
25.49072,141525
25.50007,146527
25.5094,147464
25.51873,139215
25.52808,137114
25.53742,135896
25.54675,132506
25.5561,129082
25.56543,135325
25.57477,137252
25.58412,133966
25.59345,135188
25.60278,133683
25.61213,133449
25.62147,128470
25.6308,126203
25.64015,127962
25.64948,131021
25.65882,133304
25.66817,141992
25.6775,145200
25.68685,138066
25.69618,136329
25.70552,132159
25.71487,131467
25.7242,135446
25.73353,134328
25.74288,129580
25.75222,129783
25.76155,133083
25.7709,135751
25.78023,131971
25.78957,129744
25.79892,128039
25.80825,137161
25.81758,138322
25.82693,142240
25.83627,140731
25.8456,147639
25.85495,146889
25.86428,141365
25.87363,138335
25.88297,139845
25.8923,136133
25.90165,141452
25.91098,139107
25.92032,140196
25.92967,138456
25.939,140343
25.94833,148027
25.95768,156310
25.96702,163529
25.97635,153007
25.9857,149231
25.99503,146140
26.00437,143480
26.01372,142019
26.02305,146444
26.03238,152504
26.04173,157111
26.05107,166264
26.06042,165261
26.06975,170772
26.07908,167077
26.08843,167655
26.09777,160775
26.1071,156079
26.11645,152375
26.12578,153466
26.13512,150972
26.14447,158641
26.1538,164740
26.16313,175078
26.17248,176165
26.18182,169390
26.19115,168243
26.2005,158202
26.20983,154299
26.21918,149417
26.22852,150457
26.23785,145417
26.2472,146477
26.25653,146352
26.26587,147003
26.27522,148593
26.28455,151747
26.29388,153861
26.30323,152455
26.31257,155889
26.3219,160474
26.33125,160269
26.34058,162967
26.34992,159977
26.35927,159979
26.3686,160901
26.37793,156283
26.38728,157568
26.39662,154671
26.40597,155154
26.4153,152631
26.42463,154072
26.43398,155398
26.44332,153998
26.45265,161211
26.462,170787
26.47133,176763
26.48067,181115
26.49002,175516
26.49935,171988
26.50868,179010
26.51803,181440
26.52737,189774
26.5367,201543
26.54605,218146
26.55538,220641
26.56472,210403
26.57407,201617
26.5834,198213
26.59275,194676
26.60208,193981
26.61142,196866
26.62077,200982
26.6301,197713
26.63943,183604
26.64878,184337
26.65812,178025
26.66745,182507
26.6768,185198
26.68613,190320
26.69547,182591
26.70482,179760
26.71415,176151
26.72348,174823
26.73283,174693
26.74217,176773
26.7515,177830
26.76085,177921
26.77018,176534
26.77953,182518
26.78887,182361
26.7982,183215
26.80755,183917
26.81688,183991
26.82622,182847
26.83557,181408
26.8449,184242
26.85423,188324
26.86358,185601
26.87292,182866
26.88225,190481
26.8916,188022
26.90093,184511
26.91027,183717
26.91962,183137
26.92895,187894
26.9383,183721
26.94763,183317
26.95697,183236
26.96632,185852
26.97565,184042
26.98498,186062
26.99433,186316
27.00367,190831
27.013,197649
27.02235,198016
27.03168,189771
27.04102,187458
27.05037,190802
27.0597,194502
27.06903,194082
27.07838,200169
27.08772,198715
27.09705,195581
27.1064,195631
27.11573,196544
27.12508,199138
27.13442,199247
27.14375,202867
27.1531,206852
27.16243,209607
27.17177,202972
27.18112,198833
27.19045,198460
27.19978,191438
27.20913,194933
27.21847,195473
27.2278,192556
27.23715,195270
27.24648,198897
27.25582,208339
27.26517,220205
27.2745,229864
27.28383,217806
27.29318,208609
27.30252,198639
27.31187,199029
27.3212,203335
27.33053,198286
27.33988,202362
27.34922,199951
27.35855,196974
27.3679,203947
27.37723,204921
27.38657,202966
27.39592,205548
27.40525,204738
27.41458,203774
27.42393,211363
27.43327,214481
27.4426,221094
27.45195,220664
27.46128,219548
27.47062,212833
27.47997,217628
27.4893,215400
27.49865,222321
27.50798,223793
27.51732,231499
27.52667,232066
27.536,240154
27.54533,238829
27.55468,242463
27.56402,238678
27.57335,238628
27.5827,237185
27.59203,229885
27.60137,226816
27.61072,231646
27.62005,227793
27.62938,226022
27.63873,226666
27.64807,226799
27.6574,228659
27.66675,230977
27.67608,239339
27.68543,242926
27.69477,246016
27.7041,240990
27.71345,237740
27.72278,230657
27.73212,233729
27.74147,230178
27.7508,232224
27.76013,233646
27.76948,238467
27.77882,240890
27.78815,240831
27.7975,244952
27.80683,244009
27.81617,244405
27.82552,244213
27.83485,240271
27.8442,242985
27.85353,247212
27.86287,248169
27.87222,245746
27.88155,247437
27.89088,248679
27.90023,251456
27.90957,246124
27.9189,251168
27.92825,251256
27.93758,249889
27.94692,252032
27.95627,254510
27.9656,250597
27.97493,256302
27.98428,252119
27.99362,254319
28.00295,256203
28.0123,261107
28.02163,259441
28.03098,255118
28.04032,254238
28.04965,255128
28.059,260407
28.06833,261523
28.07767,261220
28.08702,266459
28.09635,266720
28.10568,275135
28.11503,283697
28.12437,281659
28.1337,287312
28.14305,284029
28.15238,286704
28.16172,276426
28.17107,281205
28.1804,282581
28.18973,278772
28.19908,276541
28.20842,279770
28.21777,281019
28.2271,280993
28.23643,286807
28.24578,289629
28.25512,286869
28.26445,286633
28.2738,293278
28.28313,294097
28.29247,288059
28.30182,290384
28.31115,291094
28.32048,294761
28.32983,296078
28.33917,294645
28.3485,294333
28.35785,289908
28.36718,297920
28.37652,300086
28.38587,293496
28.3952,298456
28.40455,303462
28.41388,298398
28.42322,304277
28.43257,302472
28.4419,307539
28.45123,304736
28.46058,308847
28.46992,313056
28.47925,309174
28.4886,313496
28.49793,310615
28.50727,315539
28.51662,311916
28.52595,313473
28.53528,313893
28.54463,318222
28.55397,323317
28.56332,319162
28.57265,320976
28.58198,326310
28.59133,333444
28.60067,340304
28.61,346810
28.61935,348490
28.62868,350113
28.63802,350440
28.64737,347343
28.6567,346269
28.66603,359268
28.67538,401226
28.68472,465342
28.69405,522260
28.7034,504586
28.71273,428315
28.72207,369789
28.73142,359092
28.74075,349956
28.7501,348209
28.75943,350461
28.76877,349428
28.77812,351366
28.78745,355590
28.79678,349049
28.80613,358406
28.81547,360315
28.8248,361062
28.83415,363056
28.84348,365601
28.85282,363614
28.86217,361427
28.8715,363277
28.88083,371033
28.89018,364351
28.89952,370128
28.90885,372475
28.9182,369075
28.92753,374781
28.93688,375535
28.94622,374803
28.95555,374721
28.9649,378823
28.97423,390722
28.98357,397473
28.99292,401023
29.00225,394571
29.01158,381860
29.02093,392380
29.03027,391273
29.0396,396977
29.04895,400844
29.05828,406761
29.06762,396765
29.07697,393336
29.0863,391457
29.09563,397762
29.10498,392863
29.11432,392179
29.12367,390903
29.133,397027
29.14233,393083
29.15168,389556
29.16102,388732
29.17035,394970
29.1797,396043
29.18903,394066
29.19837,397451
29.20772,402916
29.21705,411332
29.22638,409466
29.23573,395243
29.24507,398760
29.2544,396607
29.26375,405003
29.27308,398798
29.28242,406655
29.29177,401655
29.3011,399309
29.31045,405684
29.31978,401829
29.32912,397608
29.33847,402642
29.3478,397624
29.35713,398892
29.36648,401397
29.37582,405814
29.38515,402881
29.3945,401418
29.40383,402910
29.41317,398491
29.42252,408756
29.43185,402348
29.44118,402328
29.45053,407346
29.45987,403771
29.4692,415699
29.47855,419492
29.48788,425095
29.49723,417723
29.50657,413783
29.5159,401639
29.52525,399058
29.53458,400857
29.54392,399357
29.55327,399391
29.5626,394787
29.57193,395557
29.58128,399107
29.59062,402128
29.59995,399978
29.6093,401520
29.61863,404533
29.62797,406440
29.63732,404399
29.64665,404527
29.656,401391
29.66533,403100
29.67467,400625
29.68402,406925
29.69335,401445
29.70268,404794
29.71203,408341
29.72137,413442
29.7307,413464
29.74005,408184
29.74938,412928
29.75872,413313
29.76807,406062
29.7774,402893
29.78673,409113
29.79608,405757
29.80542,400428
29.81475,399032
29.8241,399006
29.83343,396553
29.84278,398375
29.85212,396437
29.86145,396744
29.8708,397802
29.88013,393220
29.88947,401298
29.89882,400968
29.90815,401513
29.91748,406455
29.92683,402641
29.93617,406541
29.9455,406199
29.95485,407209
29.96418,404950
29.97352,409614
29.98287,411449
29.9922,413656
30.00153,419103
30.01088,412585
30.02022,414613
30.02957,412771
30.0389,405767
30.04823,401640
30.05758,398593
30.06692,404245
30.07625,409460
30.0856,402752
30.09493,405070
30.10427,404240
30.11362,402065
30.12295,408172
30.13228,409736
30.14163,411111
30.15097,415731
30.1603,416854
30.16965,423152
30.17898,428221
30.18832,426470
30.19767,427069
30.207,430262
30.21635,422831
30.22568,422523
30.23502,415930
30.24437,413443
30.2537,412130
30.26303,407075
30.27238,403281
30.28172,405078
30.29105,405364
30.3004,406478
30.30973,404883
30.31907,413000
30.32842,414231
30.33775,412575
30.34708,412567
30.35643,411754
30.36577,412695
30.37512,409356
30.38445,413560
30.39378,409493
30.40313,427713
30.41247,433633
30.4218,431204
30.43115,427898
30.44048,422916
30.44982,414353
30.45917,413568
30.4685,416326
30.47783,420982
30.48718,416275
30.49652,418947
30.50585,420962
30.5152,424300
30.52453,420862
30.53387,418801
30.54322,409184
30.55255,414365
30.5619,411944
30.57123,407156
30.58057,418965
30.58992,415773
30.59925,413000
30.60858,413206
30.61793,421744
30.62727,423109
30.6366,421799
30.64595,433102
30.65528,441017
30.66462,452116
30.67397,446927
30.6833,443330
30.69263,432973
30.70198,429821
30.71132,424449
30.72065,421723
30.73,413587
30.73933,417043
30.74868,423542
30.75802,412419
30.76735,416001
30.7767,420098
30.78603,424960
30.79537,425346
30.80472,434490
30.81405,435944
30.82338,437950
30.83273,433546
30.84207,434151
30.8514,425219
30.86075,428259
30.87008,427580
30.87942,424829
30.88877,426749
30.8981,426001
30.90743,425166
30.91678,423986
30.92612,421953
30.93547,426440
30.9448,425398
30.95413,429480
30.96348,427321
30.97282,429495
30.98215,433083
30.9915,430726
31.00083,428693
31.01017,426826
31.01952,422860
31.02885,422374
31.03818,422858
31.04753,424764
31.05687,425881
31.0662,427263
31.07555,419378
31.08488,422528
31.09422,422770
31.10357,420508
31.1129,418225
31.12225,422339
31.13158,423973
31.14092,423512
31.15027,427616
31.1596,419145
31.16893,421550
31.17828,420342
31.18762,422057
31.19695,426281
31.2063,423100
31.21563,422364
31.22497,422113
31.23432,423950
31.24365,422590
31.25298,425062
31.26233,418809
31.27167,424786
31.28102,421810
31.29035,420391
31.29968,425925
31.30903,423929
31.31837,425574
31.3277,422175
31.33705,423824
31.34638,424864
31.35572,426882
31.36507,425373
